text,sentiment
"No fue el Jueves fue la fecha+ The Scientist, pero ya lloro bien poquititito.",Positive
"Que asco de programa ese de ""Tercer grado"" de verdad hacerle creer a la población que los propios civiles bandalizan sus marchas esta fatal.",Negative
"Y si la influenza H1N1 los asustó, ahora vendra el ébola para que le paren a sus acciones ""revolucionarias"". Triste pero ya lo veo venir",Neutral
"Karma, porfa chingatelo.",Neutral
Se trata de encontrar quien atraviese el universo contigo y jamás se arrepienta de ello.,Neutral
@_kushelevich @LuiisHappo ¿no irás con los del jetta kuslevich????,Neutral
@Lacalacazombie @Davidkam99 Mañana a que hora? Nos vamos a ver directamente en 18? :o ¡Decidme! :p,Negative
Que bueno que me salí.  Que asco trabajar con gente que nada  más  no.,Negative
Te invito a preparar esta delicia de ensalada y te suscribas http://t.co/D5MiBQoKUA @judithguerra1 @voxrpmexico @AreliPaz @irenesexologa,Neutral
@irsahe ya me imagino #aguantarquerida #llegapronto,Neutral
Te de menta ??,Positive
¡Viva Yeshúa Ha Mashiaj!,Neutral
@ANAVICTORIATWIT @FeriaDeLeon el mjeor  disco del año toda una magia gracias Ana,Neutral
@Nowhere_Man18    jajajajaja son solo para ti beffe nadie más topa este pedo :3 yo lo sé en mi cumple nos pondremos pedos o queso? :3,Positive
@_PeyriDoherty Hahaha tú ebrio de mierda xD,Negative
"@rogerbaudelaire Jsjsjs que burlon :( ains pero eso no es nuevo, luego te paso todo lo que me decia y asi xdd pero me cae bien hasta eso *u*",Positive
"Es demasiado de verdad es demasiado, no puedo con tanto!",Positive
@_kushelevich Gracias eh sin tu perdón no hubiera podido dormir.??????,Negative
"Disparos se escuchan en la Col. San Agustin 1a secc., @Alerta_Ecatepec reportan vecinos.",Negative
@Davidkam99 @Lacalacazombie Jajajaja vale :) esa es la actitud ;p,Positive
No pos si. Jajaja ?,Positive
"@mcmaricarmen SI merce 6 Videgaray, y #noveoclaro en turismo excelente programa  #felicidades",Positive
@VanDerBeto Exacto. Mñeh en fin! :),Neutral
@AtzelMz Estas viendo y no ves! Como te atreves a mandarme un duelo. -.-,Positive
No hay nada más padre que andar con gente chida y conocer más :B,Neutral
"Me deprimia la idea de en 4 meses llegar a mis dos décadas de vida, pero como va la vida ahorita me da hasta ilusión :3",Neutral
@Lacalacazombie jajaja va :3 ¿Qué compramos? :B,Neutral
"¿Sacara Nike un jersey ""Edición Especial"" por los 60 años de la UNAM? Decepcionante su regreso al club.",Negative
Ahora entiendo por que son mejores amigas pues son igual de putitas. Neta que oso!,Positive
@manu_garo Es que nos rolaron que si bebes con ella ya estas del otro lado :B jajaja.,Positive
Mal día para decidir no poder dormir :v,Positive
Heriste mi corazón al punto que ya no siente nada. ¿Qué más quieres de mi?,Negative
@Neko_X3 Jsjsjs  con razon xD pues te dire por que según leí como es en el espacio el último acceso de personas es a las 5 pm y asi :v,Neutral
@Neko_X3 Vale pues dejame ver :) neta no iras al puti? XD,Positive
"@LaPostModerna @rogerbaudelaire Jajajajaja eso me mataria xD y y ydecirle oye aqui venden la playera que dice ""yo si termine la prepa"" xDD",Positive
Si que fue un fin de semana intenso con mucha reflexión y así.,Positive
"Los de Blink 182 se enteraron de mi tragica situación y dijeron ""nuevo disco para animarla"". ¿Ven por que son de mis bandas favoritas? :3",Positive
¿Qué haremos?,Negative
Mi error es creer que haras cosas chidas cuando eres un culero :c,Negative
"Pero que podíamos esperar de un programa con marionetas de Televisa, la oligarquía no puede hablar mal de si misma.",Negative
No fui a trabajar y me siento la más irresponsable de la vida :'(,Negative
...  Solo quería que supieras que siempre habrá una parte de ti dentro de mí. Y estoy agradecido por eso.,Positive
Siempre te amaré porque crecimos juntos. Y me ayudaste a ser quien soy.,Positive
@rafikisym ¡Que emoción! Yo también estoy en espera de resultado.,Positive
El próximo clases no hay viernes.,Positive
"""@ipolituits: Las 6 etapas de las politécnicas. http://t.co/VhLt5Z1HVf""// Y yo ya voy por el 5o semestre. ??",Neutral
@_kushelevich No inventes te juro me siento pésimo.??,Positive
"Solo un par de extraños con gratos recuerdos mutuos, en común.",Neutral
Ay diosito no fui inventada para romper corazones :v no es cool u.u,Negative
"El Gob del @edomex en apuros, no da respuesta a reclamos ciudadanos, pero si a la TV, previo maquillaje para verse BONITO.",Negative
@AtzelMz Todo es culpa de esa categoría de 3 pesos.,Negative
@CristianRGarCas jajajaja. ¿Como que otra cosa? :o,Positive
¿Qué me corrieron del trabajo? Mñeeeh! Mañana me empedo :3. Okno. Oksi.,Positive
@AtzelMz Siempre que tengo oportunidad de duelo adivina que personaje quiero :3 jajajajaja,Positive
Ven a darme todas esas felicitaciones que me mandaste por Whatsapp :3,Positive
@fuckyeahrawwwr hahaha nomanches como sabes del conalep? :o jaja pero no dios me libre D:,Neutral
Oye @Gab_Bazan  te odio!,Negative
Goooooooooooooooool que grande Colombia!!!,Neutral
"Bonita, sí sabe escribir, inteligente... ¡Ya me tendió ropa!",Positive
@marifeersh tsss te la sabes ;) yo se que no *u* en Octubre practicamente en un mes :3 jajaja,Neutral
Si me drogue mas de la cuenta para eso es mi fiesta y a ti queeee (8) hahaha,Negative
"La cuestión es que jamás pienso contigo, todo sale excelente y ahí queda.",Positive
"Me compre una playera que dice ""Why you only call me when youre high"" y pienso usarla el día de la peda Respi :3",Neutral
"@LSDeadHors Ese chavo puso casi que ya armaramos la revolución por lo de CU y otro le puso que era un ""chairo"" y este le puso eso que viste",Neutral
En un mundo paralelo pertenezco al Grupo Lightman. ??,Neutral
Como te extraño... tu sabes quien mi tablet eres :(,Positive
"No,  no es sarcasmo en serio me gusta.  Bueno solo ahorita que estoy de vacaciones.",Neutral
Estúpidos y malditos 20 metros que me vencieron el día de hoy :(,Negative
"Suerte que te vi , bailando #MeEnamoro",Positive
Llorar ya es cosa de todos los días...,Positive
Que me dejas en visto por culero. #TodoEsCulpaDelMaza,Negative
"@Kary_Diablesa /de vuelta, buena noche",Positive
Adore You. #Poetuit,Positive
“@AlbertoCiuran Odiar a alguien es darle más importancia de la que se merece.” Lo anotaré,Negative
"Me preguntaron, ¿Qué libro serias en esta etapa de tu vida? -El retrato de Dorian Gray.",Positive
"Yo seré el único que desee más verte vistiéndote cada mañana, que quitándote la ropa cada noche.",Positive
Sabes la importancia de viajar seguro? #pronto los detalles @LizVegaMe @voxrpmexico @CocinayComparte @AreliPaz @judithguerra1 @LiliaAlvaro,Neutral
@AreliPaz @voxrpmexico @AlfredoDiRoma @GrupoPresidente tu dices cuando amiga #vamos @IzaAzpiri @voxrpmexico @CocinayComparte #hoygenial #yes,Positive
???????? http://t.co/wzI2ia0E5L,Positive
¡Ay Elohim! en vez de mandarme un gay mandame una Mujer preciosa para comermela a besos.,Positive
@piporroteco @reformanacional todo se paga en la vida los dl pri no se van a arrepentir cuando esten n l infierno será tarde,Negative
#PumasGol @rogerbaudelaire,Positive
@LaPostModerna @rogerbaudelaire Va pero cuando el pinche Don condesa te deje plantado ni nos busques :'( jsjsjs.,Negative
"Ultimamente me he dado cuenta que: Ilusas aquellas que todavía creen que ""hay hombres fieles"" :v",Neutral
"@Lacalacazombie Jajajaja de hecho. Deberia haber una carrera como ""administración de las fiestas"" y sacaria 10 en todo :'(",Negative
@bebo_tonayan Jajajajaja te pasaste! Pero también es cierto :( es que ya me dio miedo siento que a este paso no habra fin de semestre u.u,Negative
"Bueno declaro el día de hoy como ""El día en que comienzo a salvar el semestre"" :v",Positive
Amigos ayudenme en el brazo o en la costilla? :v http://t.co/C4Z6iSwN94,Positive
@Nowhere_Man18 Ahora capto por que eres mi beffe :') también lo pense así aunque digan que duele chingos :v,Positive
@_PeyriDoherty @Nowhere_Man18 Es que en el hombro y espalda no quiero porque ahi me pondre uno grande :3 otro lugar visible? XD,Neutral
@_PeyriDoherty @Nowhere_Man18 Pero en la costilla digo no se veria pero estaria chido xD,Positive
Esto pasa cuando te vas a entrenar y se te olvida usar bloqueador. ?? http://t.co/EdartoyZ8Q,Positive
@ElTontoMasTonto Eso no es natural D : ¿Que hiciste Jair?,Neutral
"“@ChecoMQB: Todo es perfecto, hasta que: http://t.co/7ohcOmeBVH”??",Positive
Se viene el Uruguay - England ! Partidazo,Neutral
Inversión que genere turismo #éxitoseguro para destinos #ponersepilas como @GuanajuatoMex @VisitaPuebla @PromoTurMx @SECTUR_mx @AreliPaz #SI,Neutral
"Neta no utilicen a una persona para olvidar a otra, es la peor cosa que pueden hacer :v",Negative
@Lacalacazombie ah y te llevo tu café ahora si :3,Neutral
Decepcioname otra vez porfavor. Necesito un pretexto :v,Positive
"Vi un albañil con una playera de Thor y grité: ""miren es Thor"" nomas se echó a reír y pensé creo que Loki ahora si le dió durísimo...",Positive
"“@iSarcasmos: Niño de 7 años se rapa para que su mejor amigo, enfermo de cáncer no se sienta solo http://t.co/VoKRm5axNW”...????",Positive
"@Tyson_91 @jcchavezjr1 @jmmarquez_1 Pues si el q por su gusto es esclavo, ama sus cadenas",Neutral
"Último dîa de Rish Hashana, a comer Manzanas con Miel, Granada y Cabeza de pescado. Amen",Positive
Aveces quiero un novio luego veo parejas peleando en el metro en modo jarcor y si que se me pasa :v,Positive
@Neko_X3 He ahi la causa de mi alcoholismo :'( xd,Positive
@Nowhere_Man18 No :'( ahora si real y legal ya no sé que hacer y quiero mandar todo al carajo :v si te conte un poco por whats...,Negative
@LobacomoMiPerra loool pues tendre una fiesta chida a finales de este mes! :3,Neutral
Prefiero vivir drogada que enamorada.,Negative
@LobacomoMiPerra Jajajaja pues vamos :3 si yo les aviso para ir y así n.n,Neutral
Ojalá algún día entienda por que la vida te pone en mi camino como una tangente.,Negative
"Asi que te dormiste estudiando hasta las 4 am, seria una lástima que se me ocurriera no pinches llegar ni avisarles :v HDP!",Negative
"Ah no bueno dejame en visto, sin pedos eh! .l.",Negative
"Deberia estar haciendo mi ensayo, el proyecto, estudiando para el exámen pero esta más divertido quejarme de todo.",Positive
Igual y en otra vida yo soy la que te manda a la chingada.,Negative
@LSDeadHors Creó que realmente si le ire a preguntar :v,Neutral
Una Samantha en la vida.  ??,Positive
"La única guerra que no se gana,  es la que no se lucha.",Positive
Cómo buen Ingeniero soy un pendejo en las relaciones interpersonales. ????,Negative
"Muy buenos y fríos días, un abrazo cálido",Neutral
"Que Deje De Ser Yo Para Ser Parte De Ti, Mira Como Pagaste.??",Negative
Disclosure - You &amp; Me ft. Eliza Doolittle (Flume Remix).   http://t.co/zfeLPDWxex,Positive
¿Le dices puta por qué no te quiere besar? Jajajajajaja que puto ardido.,Negative
"No mamen ya cualquier ""planificador"" de 3 pesos  está  trabajando para Sectur df.",Negative
¿Qué hago si no me quiero parar de mi cama en todooo el día? :O.,Neutral
Pelé La Máxima Leyenda Del Fútbol????????,Neutral
Ojalá ! http://t.co/rhkeSC6Vf3,Positive
@BANDA_MS sacaran disco de este concierto?,Neutral
Sin duda la final de la copa del mundo.??#Ger Vs #Ned ????????,Negative
Hace días que ah nomames &lt;3,Negative
"¡VACACIONES! 
*Ask.fm le gusta esto*",Neutral
@marifeersh Ya saca el tony y el perreo :3 ?,Neutral
Hay dos cosas infinitas: el universo y estas pinches ganas de darte bien duro :v,Negative
"@Neko_X3 ¿A que hora estaras en ofrendas? :v es que no creó, lo más seguro que del trabajo me muevo al puti xdd",Positive
Tengo un chingo de ganas de publicar mucha música. Quien sabe porque :v,Neutral
"@LSDeadHors yse empezaron a pelear por lo de ""chairo"" y lo demás ya les valió. Neta que parece que mientras más ""nivel"" más pendejo publican",Negative
@LSDeadHors Jaja lol le puso eso de la rae y que se informara antes de decir cosas. Y luego nos preguntamos porque esta asi el país .-.,Negative
"@LaPostModerna @rogerbaudelaire Oye y ya ni hiciste el meme con las fotos aquellas de ""si se parecen"" o algo xD y si VAMOS! :3",Neutral
Mis vecinos tienen fiesta y basicamente no me dejan dormir :(,Neutral
¿Quien tiene cuenta en netflix?????,Negative
@facufacundo chingas a tu puta madre,Negative
"RT Niños que fuman y beben desde los 12. Creen ganar madurez, la cual llega sola, y en realidad han perdido infancia, la cual nunca vuelve.",Neutral
Hola....!,Positive
"@haroldmora1 @cansa2y Y aquí disparandole a estudiantes, matando perros que ni la deben ni la temen y una supuesta bomba en la uam...",Negative
@PapiPeyrotRules hasta que hagas algo que supere eso :) jajaja.,Negative
"De haber sabido que me ibas a pedir mi Whats para después ignorarme me hubiera quedado en el condón, neta :v",Negative
@PapiPeyrotRules jajajaja ni digas si era bien gracioso xD pero baila padre ?.,Positive
Amo cuando salen temprano de trabajar mis papás en Viernes.,Neutral
"""@MenosMejor: Hombre con pantalón rojo entubado: TURBO PUTO.""Ahi te hablan @guztavo_ae jajajaja.",Negative
"Too Young, Too Dumb To Realize.",Positive
"@marifeersh Yeeeeey eso suena muy cool :3 asi sera, más invitadas guapotas como Marifersh *u*",Neutral
@Gigi_maltiempo @_PeyriDoherty Jajajajaja tiene como un millon Gigi xD pero si amo Culeyri suena chido :B,Neutral
"Nuestra historia radica en ""estar destinados a no ser"".
Pase lo que pase :v",Negative
"Marx decía que la religión es ""el opio del pueblo"" si viera ahora que no solo es la religión se volvería a morir.",Neutral
@VanDerBeto ¿Y si el imán también hace lo posible para no alejarse demasiado como para ya no ejercer esa fuerza? :O,Positive
Presiento que antes de  vivir ese hermoso arcoíris que se está formando... Voy a pasar por la tormenta que he estado evitando por un año.,Neutral
"@cafoscar buen día amigo, un abrazo",Positive
@alexarualcaba Esa es.??,Positive
Alguien vino a visitarme al depa... http://t.co/KnUMVengtl,Neutral
"Ya encontraré  otro lugar donde hacer mis prácticas 
??",Neutral
El mejor final que he visto :3,Positive
Yo solo sé que quisiera que estuvieras aquí.,Neutral
"#Prayforme pa que me den el trabajo, es tan perfecto :C",Neutral
@periodicoafondo Otra mujer a las estadisticas del @edomex para verguenza de autoridades y el Gobierno q trabaja y logra en Grande.,Negative
@chico19cmplacer tu dime q dia,Neutral
@Vercon_ @DanGieff q rico,Positive
¿Qué no se supone que la vida seguía como si realmente jamás hubiera pasado algo?.,Negative
Que se haga de noche y que amanezca yaaaa!,Negative
Solo una más y ya!!,Positive
"Llevo dos reformas y ya muero, neta saben que la mayoria son bien huevones para leer y la hacen con un chingo de letritas y así :v",Negative
@Nowhere_Man18 Oh yo te amo muchisimo! Neta gracias :') fue como tan super bonito :3 sos el mejorts as always :'),Positive
"Ese Peña Nieto no es más wey porque no tiene más sexenios, el va a buscar normalistas en ""Ayotzinapan"". No pues si :v",Negative
"Todos mañana con nuestro mejor disfraz, el de ""Bien podridos :v"" jsjsjs.",Neutral
@Nowhere_Man18 La cago el triple cuando ando chida y di que no la cague en todo como pude solo una que otra cosa :v,Negative
En ocasiones me pesa tanto dividir lo personal con lo laboral. ??,Negative
Felicidad en forma de: Mañana cobro y aguinaldo :D,Negative
@Lacalacazombie yeeeey :3 si yo te digo :D,Negative
10 días...,Positive
@AtzelMz Pues ya dejame ganar :),Negative
Y el arcoiris de hoy estuvo al pedisimo ?.?,Positive
#CRC le esta dando la eliminación a Inglaterra!,Neutral
"Que onda Buen domingo http://t.co/GFqCr4VHcM",Positive
"Regresa en 2015 #F1MX #F1CDMX a nuestra ciudad, #felicidades @SECTUR_mx @TorrucoTurismo derrama 2mmd 18mil empleos @AreliPaz @voxrpmexico",Positive
Quiza nunca fuiste el indicado pero si el necesario.,Neutral
"Si algo entendí es que las segundas vueltas nada mas en los examenes de la escuela en la vida real, jamás.",Negative
@LizzCalCeTa Lizzet!!!! ??,Positive
Trust Nobody.,Positive
#oneinalifetime @isabellalozziav #pareceqfueayer #hoy15años y contando @VmonosconLizVeg @voxrpmexico @AlfredoDiRoma http://t.co/ZmQdU7PdOt,Negative
¡Una michelada por favor!,Positive
@fernandeznorona @noronalibrero las memorias del chacal esta bueno.,Neutral
@piporroteco EE UU ni siquiera toca sus reservas de petróleo pues sabe q son invaluables y no son tontos como los del pri,Neutral
@amalodiaz bitch ??? LA ODIO,Negative
"@_BANIk_ somos, dicen. ??",Positive
"""@Aura_: Acá más datos de ""Safety Check"", la nueva función de @facebook para usar en casos de emergencia http://t.co/VpziU6sNNq""/@dcc_david",Negative
Feliz de ver cambios en mi cuerpo!! http://t.co/komjeNXhK4,Positive
@act_19cm de que parte eres??,Positive
"@divadpato Oh creo que ya te entiendo :v pues alejate del camino o replantealo,es muy fácil sentir eso lo sé pero ánimo todo saldra bien C;",Positive
@PapiPeyrotRules ¿Y si estoy bloqueada? Jajajajajja :'CC,Negative
"Un puto ""Me gusta"" ... ¡eso!",Negative
@emodennis1 gracias por el follow!,Neutral
¿A Dónde Hay Que Llamar Para Entrar En Tu Mundo?????,Negative
Mi cabeza siempre estalla a las 10 am y 10 pm.,Neutral
Nadie moleste es la hora de mi serie más Froot Loops mailob ?.,Negative
Conocí a un chico de Diseño Gráfico de la FES Acatlan que traia una playera de los Beatles y le gustaba tocar bateria. No lo volví a ver :v,Neutral
"??En dónde están,en donde están los holandeses que nos iban a ganar??",Neutral
Pues lo importante es que el 2 de Diciembre estare gritando al son de Café Tacuba y pues #Kemosion :3,Neutral
@CristianRGarCas jajajaja es que me emputa que digan lo mismo ¡A todas! Al menos más ingenio :c ya no alguien virgen jajaja u.u,Negative
@LaPostModerna @rogerbaudelaire Yo los amo mils y extraño nuestros Miércoles cools :( jajaja si vamos parfavar con mi madre favorita xDD,Positive
@Nowhere_Man18 Jajaja eso ya es mañana en la noche que ande chida xD,Neutral
"@AtzelMz jajajaja callate! Jajaja si :3 
*Do the harlem shake *",Negative
@alexarualcaba Vale!??,Positive
@_kushelevich @Ridiculizados ¿Eres tu o que???,Positive
SUPER #DL9 #pumas.,Positive
Dumbo regala un Ingesu al Abdicante Rey de España.,Neutral
@JoseCardenas1 No fue en 1994 fue en 1984,Positive
"Respira, tranquila e ignora.",Neutral
@viojodevenado muchachas o muchachos ?,Positive
@fuckyeahrawwwr haha payaso neta que si :),Negative
Poco a poco se ven los resultados del gym ?? http://t.co/bvipPpH4by,Positive
Que perdimos y esta bien culero todo el equipo y el técnico. #TodoEsCulpaDelMaza,Negative
"Así como tienes cosas malas tienes cosas muy buenas, solo no la cagues por fi.",Negative
@Lacalacazombie Ja si es que fue muy obvio pero esta chistosito se que el martes nos reiremos de eso. Oh me parece bien quiero droguitasxd,Positive
¿Por qué no puedo dormir  y por qué ya estoy llorando? :v not cool.,Positive
"Ya le pedí a Diosito soñar contigo, no la vallas a regar porfa. ????",Neutral
Por qué no hay vasos rojos???? ¬¬,Neutral
Siendo muy ridicula since 1994 :/,Neutral
@LaPostModerna @rogerbaudelaire Y que Roger vomite la ropa y nosotras la ensuciamos con maquillaje y luego corremos. Si quiero jsjs :'),Negative
But lovers always come and lovers always go...,Neutral
Volvió el PRI. ¿Repetiremos la historia?,Negative
#MasTriste :v,Positive
"Gracias @LoadCoaster por ser tan buen amigo e irme a ver a tiro con arco,  y sostener mis flechas. ?? Te odio.",Negative
"""Antes teníamos sexo sin emociones, ahora tenemos emociones sin sexo.""",Positive
@paosinnalgas LEÍDO: 1:15????,Neutral
"Los cambios son buenos, pero mas es que se reflejen http://t.co/bwbs0nzh4I",Neutral
#LuisitoNuestroRey nuestro verdadero ganador de la Isla @luisitorey  Te queremos.,Positive
Por poco #POR hacía el segundo,Negative
Kings Of Leon - Use Somebody: http://t.co/VrNYqIFYYU :v,Negative
Ya no te escojo a ti por qué solo sabes buscarme cuando te sientes solo y tu soledad me ha destruido muchas veces.,Negative
¿Por que tenia que pasarse el efecto de la anestesia? :(,Negative
@eriux bien y tu?,Positive
Ya tengo Chat BlackBerry by Windows Phone agreguen ?? http://t.co/s5Xtz3SHBQ,Neutral
¿Otra vez? Ya me esta dando miedo.,Negative
Claudio bravo es mucho mejor portero,Positive
"Que el partido esta bien pinche aburrido :v 
#TodoEsCulpaDelMaza",Negative
"#MusicFriday Gozen el viernes ? ""Friday I'm In Love"" by The Cure (@ Santa Monica) http://t.co/pDqVlRFyvj",Neutral
"Ando por el #Bronx escuchando guitarrazos #punk #dark 'taba chavo ? ""Dark Entries"" by Bauhaus (@ Santa Monica) http://t.co/we2CB2hzVS",Positive
Sígueme y no te sigo ??,Positive
@piporroteco @BacheRey ya viene por ti tu patrôn le trabaja al anticristo ya veras como t va a ir maldito.,Negative
@_PeyriDoherty Ya te spamie xD ah goey no digas si es chido tirarnos mierda pedos jajaja eres el más cool lo más cagado es que estoy peda xD,Negative
Ahora si que se me antojo un pinche ? bien cabrón :'(,Negative
@Lacalacazombie Gripita :( pero ahora si me dio como nunca u.u,Negative
"They don’t know I've waited all my life,
Just to find a love that feels this right",Positive
Cruddaaaa #VuelveALaVida,Positive
Todos los latinos con #CostaRica y ahora que le ganen a #Holanda aventaremos Palomas Ticas al aire!!!,Neutral
¿Qué? :o,Positive
A ser #felices #veranoclubmedmx niños gratis con sus padres el#verdaderoparaiso @clubmedMX@voxrpmexico @judithguerra1 @americanguiano,Neutral
Ojalá el 20 de Julio llegara igual de fácil que tú.,Neutral
http://t.co/nFChHwke8I,Positive
Hay corazones que ni lastimándolos dos veces entienden ???? Yooo.,Positive
"Si los intentos por levantarme cuentan como abdominales, llevo 4 ??",Neutral
@piporroteco Tan solo por los asesinatos horrendos dentro del pri si tuvieras tantita vergüenza te daria pena votar x un partido d asesinos,Negative
@davidchafo @azteka_pride @jesusmm_77 @jesusji2012 Al q le gusta parcharse hombres guapos y delicados es a ti no t hagas,Neutral
"Nada esta escrito, y tomar otro camino ese es mi destino",Neutral
@Nowhere_Man18 Okay hoy no xD Te amo más &lt;33333,Positive
"Estas llegando a mi frontera del ""ya me vale madre has lo que pinches quieras"" y eso es malo muy malo :v",Negative
Oigans estoy bien feliz fue el mejor fin de semana y el mejor Domingo en mucho tiempo ;'),Positive
"Lo triste del ultimo libro que leí es que si estan muy ocupados los nuevos ""Best seller"" en plagiar ""Romeo y Julieta"" y pues así no :v.",Neutral
Me quedo tan verga mi trabajo que casi lloro :'),Positive
@LaPostModerna @rogerbaudelaire Vamos plis! Aparte de todo es una super idea ir a joder medio peditos jajaja :v,Positive
"Se que un día volveremos a vernos y sonreir, sin nada más que eso.",Positive
??????????,Positive
#Sneijder y #Robben son unos cabrones con sus compañeros en la selección.,Neutral
Y que los cachan. Jajajajajaja. #TodoEsCulpaDelMaza http://t.co/dRHL0bzpGA,Positive
Ringo Jesús y Karla Janet ??????,Positive
Eibicidiiefandyi....,NULL
"Siempre que se trate de apostar con el barbajan... Siempre voy a ganar.  
De nada ??????",Negative
"@Lacalacazombie Ah vale directamente a 18 entonces? Jaja. La 1/2 tachis y un Tony por tú café, te late? :)",Neutral
"Amigo lector oficinista, está cool el stalkeo-favoriteador, nunca cambies B-)",Neutral
@marifeersh Pues yo creó que prontito :3 para sacar todo el flow y muchos tonys y asi ya hace falta :3,Positive
"No debí guardar el Tony en la mochila ahora parece que leo ""Viaje al centro del Tonayan"" de lo cabron que huele :'( jsjsjs.",Neutral
"Tengo cara de fin de semestre, gripa de fin de semestre, hueva de fin de semestre y así... :(",Negative
"Esa morra loca me hizo el día , netaaa :')",Positive
Si que andaba bien gay hace unos dias .-.,Negative
¿Qué cosecha un país que siembra cuerpos?.,Negative
"Nosotros: *Argumento chingon*
Adjunto: *Argumento poderoso*
Copilco: *Contra el argumento chingon* 
Adjunto: *Ahhh*
Nosotros: Ño... bye :v",Positive
"@LSDeadHors Jajajaja los mayas y todos esos compas que? Si neta yo también, seria un muy buen discurso :')",Negative
Y justo hoy el amorcito de mi vida quiere verme :(,Positive
"Aducción y desengaño. 

http://t.co/wec1YIDR6r",Positive
"I feel like.... ???? 

Deftones,Digital Bath,LIVE@,013 NL,2013,FULL HD,1080 http://t.co/Sw6Mk1Qq69",Neutral
@Joseles_Valdez bien y tu???,Positive
No puedor dormir perdón yo no queria reutilizar ask :v,Neutral
"Es un tabú ese supuesto amor eterno, aquel que se enamora siempre termina fatal.??",Positive
Ah.?? http://t.co/4NUCYDR9li,Negative
El mejor deporte de todos.?????? http://t.co/UXsiw3LWGW,Positive
"Eres un ""Me Gusta"" cualquiera :3",Negative
"La soltería se disfruta, la relación se respeta.??",Positive
@Skream_Machine pero.. Quién?,Positive
@Joseles_Valdez de q parte eres??,Positive
Casi me desprendo la retina al tallar mira ojos.,Positive
"Soy tierno, romántico y hasta celoso. Aún así sigo como el perro.",Positive
En el metrobús me coqueteo un gay pequeño blanco cabello delicado me miro y me sonrio cuando se sento a mi lado me rozo con delicadeza... Me,Positive
Por qué en la peda aguanto hasta el otro día y haciendo la tarea pasa 1 hr y ya me estoy durmiendo :v,Neutral
No puedo dormir u.u,Neutral
Me late escribir a esta hora por que @marifeersh siempre me da Fav de mis tonterias :3 hahaha,Positive
No hay cosa más bonita que se cague de risa contigo y tenga el humor negro y se complemente. Pero pues siempre mejor no.,Positive
@AtzelMz Entonces no encuentro solución a lo que te molesta.,Negative
Bravo #PremiosFenix #Ayotzinapa #TodosSomosAyotzinapa,Neutral
Eternal Sunshine of the Spotless Mind ... ????  http://t.co/J298aRWxBb,Positive
"Chaparrito y GOL de Herrera, #Pumas #CopaMX.",Positive
Buena tarde amigos !! http://t.co/lK2UIqCGTX,Positive
Para que llegar donde existe alguien.,Negative
"El @STCMetroCDMX tiene el mismo sistema de iluminación desde su construcción en 1968. Obsoleto, caro y abandonado. Cables cuelgan x doquier.",Negative
Si de por sí no tengo el suficiente trasero. Acostada todo el día menos!,Negative
No es de dios que me despierte a la 1 y aún tenga sueño :c,Neutral
Julian chiquito bebé mi amor eres el hombre más sensual del mundo. http://t.co/Dwietcbd8e,Negative
@iCarmeloVargas Los Dueños del balón castigaron al @CH14_ bancandolo por solidarizarse con los Normalistas quemados vivos en México,Negative
Deberia estar leyendo lo de Historia pero mejor me hago bien pendeja aquí y en el pinche ask xD,Negative
"Tomando en cuenta que ""Ayotzinapa"" es Guerrero y ""Ayotzinapan"" es Puebla, no pues si esta cabrón :v.",Neutral
@Nowhere_Man18 :*,Positive
"""Eran amantes eternos, buscarse y encontrarse una y otra vez era su karma """,Positive
"Cuando los 4 primeros versos cimbran, Habemus Cancion!",Positive
#GoEngland,Positive
@BarbaraSinatra NO invitaste a tu cumple... Aun así NO me importa te mando un fuerte abrazo!!,Positive
@cherry_hdez Jajajaja mñeeee.,Positive
Eternal Sunshine of the Spotless Mind... ????,Positive
Bien mi amor bien.,Positive
@SoloGiovanna Bebé pense que ya me odiabas :c Te amo más ?. Pelame poquito en Whats si?,Negative
"@pattylopezdelac hola, oye q sabes tu de la contratación de @CF_America de Ronaldinho ?",Neutral
El amorshshshs el amorshshs el amorshshs @JhonMontesM http://t.co/aeL9KwKD0S,Positive
Una deliciosa froma de terminar el día. #CapuchinoHeladoBolaDeOro @boladeoro_ @ Café Bola De Oro Plaza… http://t.co/jmB9MbfZEX,Neutral
@nachitomagos @Hippirisnice @MartuSerrano @Derestaurantesy @CocinayComparte @AreliPaz @Mariannamagos #noo solo #ocupada a morir,Negative
Pónganse las pilas porque mi ex ya me esta mensajeando.,Negative
Sígueme y no te sigo. Jeje,Positive
Últimas noticias Los Normalistas fueron quemados vivos sigan votando por el P.R.I. partido reptiliano inhumano Que poca Madre tienen.,Neutral
"Presidente sin vedette ¿no manda!""@iCarmeloVargas: Mi #LadySSP yo si le doy un hueso,  http://t.co/rzCQSin1BI""",Neutral
Los hijos d Dios no nos preocupamos tanto x lo q pasa aca abajo nos preocupamos x lo q pasa en el Cielo,Neutral
@piporroteco No es una cama ni es un baño público si fueran las oficinas d las muñecas del pri entonces si,Neutral
"Oh Melej Ha Olam, no te olvides de mí cuando mandes a tu ejército al Valle de Cedrón aqui esta tu guerrero",Neutral
Ah pero que pinche día! Nada más voy de cagada tras cagada :v,Negative
Me la tienes que pelar pinche exámen de Estadística! :v,Negative
Y al final del día nos volvimos a encontrar en el camino...,Positive
